,Term,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,cluster
6384,protein localization to cell surface (GO:0034394),0.375335067,1,0,0,2.149151085,2.106030821,CD177,3
6385,STAT cascade (GO:0097696),0.375335067,1,0,0,2.149151085,2.106030821,CCR2,3
6386,regulation of microtubule depolymerization (GO:0031114),0.375335067,1,0,0,2.149151085,2.106030821,CIB1,3
6387,regulation of membrane protein ectodomain proteolysis (GO:0051043),0.375335067,1,0,0,2.149151085,2.106030821,IL1B,3
6388,viral genome replication (GO:0019079),0.375335067,1,0,0,2.149151085,2.106030821,PCBP2,3
6389,negative regulation of nervous system development (GO:0051961),0.375335067,1,0,0,2.149151085,2.106030821,SORL1,3
6390,positive regulation of RNA splicing (GO:0033120),0.375335067,1,0,0,2.149151085,2.106030821,HSPA1A,3
6391,negative regulation of lyase activity (GO:0051350),0.375335067,1,0,0,2.149151085,2.106030821,CCR2,3
6392,glutathione derivative metabolic process (GO:1901685),0.375335067,1,0,0,2.149151085,2.106030821,MGST1,3
6393,positive regulation of phosphatase activity (GO:0010922),0.375335067,1,0,0,2.149151085,2.106030821,CD300A,3
6394,regulation of tumor necrosis factor production (GO:0032680),0.378506173,1,0,0,1.525203996,1.481770607,ZFP36;RARA,3
6395,regulation of DNA replication (GO:0006275),0.378506173,1,0,0,1.525203996,1.481770607,TGFB1;S100A11,3
6396,regulation of protein kinase activity (GO:0045859),0.382305533,1,0,0,1.277873618,1.228720421,FGR;CEACAM1;RAP1A;PTPRC,3
6397,RNA metabolic process (GO:0016070),0.383195039,1,0,0,1.231284476,1.181061833,DUSP11;RBM3;PCBP2;RNASE6;SNRPG,3
6398,positive regulation of lymphocyte activation (GO:0051251),0.383611173,1,0,0,1.350894968,1.294327334,FAM49B;CD47;CCR2,3
6399,positive regulation of catabolic process (GO:0009896),0.38604812,1,0,0,1.500994409,1.428636353,IL1B;SORL1,3
6400,regulation of actin filament-based process (GO:0032970),0.38604812,1,0,0,1.500994409,1.428636353,CNN2;CORO1A,3
6401,mitotic G2/M transition checkpoint (GO:0044818),0.388561255,1,0,0,2.055709734,1.94327156,NOP53,3
6402,regulation of protein oligomerization (GO:0032459),0.388561255,1,0,0,2.055709734,1.94327156,SORL1,3
6403,positive regulation of protein oligomerization (GO:0032461),0.388561255,1,0,0,2.055709734,1.94327156,RACK1,3
6404,TOR signaling (GO:0031929),0.388561255,1,0,0,2.055709734,1.94327156,RPS6,3
6405,vitamin transport (GO:0051180),0.388561255,1,0,0,2.055709734,1.94327156,SCARB1,3
6406,peroxisome organization (GO:0007031),0.388561255,1,0,0,2.055709734,1.94327156,FIS1,3
6407,cellular response to ammonium ion (GO:0071242),0.388561255,1,0,0,2.055709734,1.94327156,CASP6,3
6408,regulation of smooth muscle contraction (GO:0006940),0.388561255,1,0,0,2.055709734,1.94327156,ADRB2,3
6409,apoptotic nuclear changes (GO:0030262),0.388561255,1,0,0,2.055709734,1.94327156,HMGB2,3
6410,regulation of interleukin-8 secretion (GO:2000482),0.388561255,1,0,0,2.055709734,1.94327156,CD244,3
6411,protein localization to Golgi apparatus (GO:0034067),0.388561255,1,0,0,2.055709734,1.94327156,SORL1,3
6412,regulation of monooxygenase activity (GO:0032768),0.388561255,1,0,0,2.055709734,1.94327156,IL1B,3
6413,regulation of microtubule cytoskeleton organization (GO:0070507),0.388561255,1,0,0,2.055709734,1.94327156,CDK2AP2,3
6414,NAD metabolic process (GO:0019674),0.388561255,1,0,0,2.055709734,1.94327156,NADK,3
6415,RNA processing (GO:0006396),0.391581821,1,0,0,1.218590822,1.142502976,DUSP11;RBM3;SNRPG;SRSF5;SNRPB,3
6416,carbohydrate homeostasis (GO:0033500),0.393549883,1,0,0,1.477541371,1.377877439,RPS6;ADIPOR1,3
6417,positive regulation of cell projection organization (GO:0031346),0.393549883,1,0,0,1.477541371,1.377877439,LYN;RAP1A,3
6418,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:0000288)",0.393549883,1,0,0,1.477541371,1.377877439,ZFP36;PABPC1,3
6419,"DNA-templated transcription, termination (GO:0006353)",0.395057139,1,0,0,1.325644595,1.231159103,SNRPG;SRSF5;SNRPB,3
6420,RNA splicing (GO:0008380),0.395057139,1,0,0,1.325644595,1.231159103,SNRPG;SF3B1;SNRPB,3
6421,positive regulation of epithelial cell proliferation (GO:0050679),0.400759464,1,0,0,1.313370108,1.200937578,NR4A1;XBP1;HMGB2,3
6422,cellular response to decreased oxygen levels (GO:0036294),0.401009789,1,0,0,1.454809965,1.32936089,NDRG1;NOP53,3
6423,positive regulation of cell cycle G1/S phase transition (GO:1902808),0.40150805,1,0,0,1.970055162,1.797729897,PLCB1,3
6424,ammonium transport (GO:0015696),0.40150805,1,0,0,1.970055162,1.797729897,SLC44A2,3
6425,O-glycan processing (GO:0016266),0.40842625,1,0,0,1.43276739,1.282962847,C1GALT1C1;ST3GAL4,3
6426,chromatin assembly (GO:0031497),0.40842625,1,0,0,1.43276739,1.282962847,H3F3A;HMGB2,3
6427,protein phosphorylation (GO:0006468),0.412008536,1,0,0,1.10423474,0.979137324,LYN;IKBKB;FGR;HCK;TGFB1;STK24;GMFG;STK17B;RARA;PTPN6;HCST,3
6428,positive regulation of histone methylation (GO:0031062),0.414181339,1,0,0,1.891252955,1.667047534,JARID2,3
6429,membrane protein intracellular domain proteolysis (GO:0031293),0.414181339,1,0,0,1.891252955,1.667047534,TGFB1,3
6430,negative regulation of cytoskeleton organization (GO:0051494),0.414181339,1,0,0,1.891252955,1.667047534,CORO1A,3
6431,Golgi to plasma membrane protein transport (GO:0043001),0.414181339,1,0,0,1.891252955,1.667047534,SYS1,3
6432,positive regulation of purine nucleotide biosynthetic process (GO:1900373),0.414181339,1,0,0,1.891252955,1.667047534,RAMP1,3
6433,negative regulation of G1/S transition of mitotic cell cycle (GO:2000134),0.414181339,1,0,0,1.891252955,1.667047534,CDK2AP2,3
6434,negative regulation of sequestering of calcium ion (GO:0051283),0.414181339,1,0,0,1.891252955,1.667047534,PTPRC,3
6435,proteasomal ubiquitin-independent protein catabolic process (GO:0010499),0.414181339,1,0,0,1.891252955,1.667047534,PSMA7,3
6436,regulation of actin filament bundle assembly (GO:0032231),0.414181339,1,0,0,1.891252955,1.667047534,RAC1,3
6437,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059),0.414181339,1,0,0,1.891252955,1.667047534,CEBPB,3
6438,negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736),0.414181339,1,0,0,1.891252955,1.667047534,CDKN2D,3
6439,macromolecule modification (GO:0043412),0.414181339,1,0,0,1.891252955,1.667047534,ST3GAL4,3
6440,DNA geometric change (GO:0032392),0.414181339,1,0,0,1.891252955,1.667047534,HMGB2,3
6441,regulation of AMPA receptor activity (GO:2000311),0.414181339,1,0,0,1.891252955,1.667047534,ADRB2,3
6442,mucosal immune response (GO:0002385),0.414181339,1,0,0,1.891252955,1.667047534,RPL39,3
6443,mRNA splice site selection (GO:0006376),0.414181339,1,0,0,1.891252955,1.667047534,SRSF5,3
6444,fatty acid derivative biosynthetic process (GO:1901570),0.414181339,1,0,0,1.891252955,1.667047534,PPT1,3
6445,negative regulation of T cell proliferation (GO:0042130),0.414181339,1,0,0,1.891252955,1.667047534,CEBPB,3
6446,regulation of cell cycle G1/S phase transition (GO:1902806),0.414181339,1,0,0,1.891252955,1.667047534,PTPN6,3
6447,regulation of cellular senescence (GO:2000772),0.414181339,1,0,0,1.891252955,1.667047534,YPEL3,3
6448,organic cation transport (GO:0015695),0.414181339,1,0,0,1.891252955,1.667047534,SLC44A2,3
6449,JNK cascade (GO:0007254),0.415797768,1,0,0,1.411382802,1.23856783,RPS27A;UBA52,3
6450,positive regulation of establishment of protein localization to mitochondrion (GO:1903749),0.417772197,1,0,0,1.277873618,1.115352346,UBE2D3;RAC2;HES1,3
6451,positive regulation of endothelial cell proliferation (GO:0001938),0.423122925,1,0,0,1.390627173,1.196068058,NR4A1;HMGB2,3
6452,regulation of TOR signaling (GO:0032006),0.423122925,1,0,0,1.390627173,1.196068058,DDIT4;LAMTOR4,3
6453,regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),0.423122925,1,0,0,1.390627173,1.196068058,CDKN2D;CCND3,3
6454,positive regulation of autophagy (GO:0010508),0.423122925,1,0,0,1.390627173,1.196068058,MEFV;SVIP,3
6455,positive regulation of nuclear division (GO:0051785),0.426586887,1,0,0,1.818512457,1.549262069,IL1B,3
6456,chondroitin sulfate proteoglycan biosynthetic process (GO:0050650),0.426586887,1,0,0,1.818512457,1.549262069,VCAN,3
6457,"RNA splicing, via transesterification reactions (GO:0000375)",0.426586887,1,0,0,1.818512457,1.549262069,SF3B1,3
6458,positive regulation of leukocyte mediated cytotoxicity (GO:0001912),0.426586887,1,0,0,1.818512457,1.549262069,FAM49B,3
6459,response to alcohol (GO:0097305),0.426586887,1,0,0,1.818512457,1.549262069,TGFB1,3
6460,positive regulation of glucose transport (GO:0010828),0.426586887,1,0,0,1.818512457,1.549262069,C3,3
6461,regulation of glucose metabolic process (GO:0010906),0.426586887,1,0,0,1.818512457,1.549262069,ADIPOR1,3
6462,cellular response to vascular endothelial growth factor stimulus (GO:0035924),0.426586887,1,0,0,1.818512457,1.549262069,NR4A1,3
6463,regulation of apoptotic signaling pathway (GO:2001233),0.426586887,1,0,0,1.818512457,1.549262069,RPS3,3
6464,positive regulation of Rho protein signal transduction (GO:0035025),0.426586887,1,0,0,1.818512457,1.549262069,RAC1,3
6465,negative regulation of epithelial to mesenchymal transition (GO:0010719),0.426586887,1,0,0,1.818512457,1.549262069,ADIPOR1,3
6466,regulation of nervous system development (GO:0051960),0.426586887,1,0,0,1.818512457,1.549262069,HMGB2,3
6467,regulation of vascular smooth muscle cell proliferation (GO:1904705),0.426586887,1,0,0,1.818512457,1.549262069,JUN,3
6468,regulation of cellular protein localization (GO:1903827),0.426586887,1,0,0,1.818512457,1.549262069,PTPN1,3
6469,positive regulation of peptidyl-threonine phosphorylation (GO:0010800),0.426586887,1,0,0,1.818512457,1.549262069,TGFB1,3
6470,regulation of protein import into nucleus (GO:0042306),0.426586887,1,0,0,1.818512457,1.549262069,TGFB1,3
6471,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),0.430400382,1,0,0,1.370473156,1.155362844,CDKN2D;THBS1,3
6472,regulation of autophagy (GO:0010506),0.433319816,1,0,0,1.158855977,0.969127172,EEF1A1;ATG101;MEFV;LAMTOR4;SVIP,3
6473,positive regulation of kinase activity (GO:0033674),0.434624478,1,0,0,1.244245365,1.036795932,RAP1A;PTPRC;LMO4,3
6474,positive regulation of canonical Wnt signaling pathway (GO:0090263),0.434624478,1,0,0,1.244245365,1.036795932,RPS27A;UBA52;PSMA7,3
6475,positive regulation of plasma membrane bounded cell projection assembly (GO:0120034),0.437628879,1,0,0,1.350894968,1.116358035,RAC2;RAC1,3
6476,positive regulation of cyclin-dependent protein kinase activity (GO:1904031),0.438730337,1,0,0,1.751160144,1.442728869,CCND3,3
6477,bile acid biosynthetic process (GO:0006699),0.438730337,1,0,0,1.751160144,1.442728869,SCP2,3
6478,cytoskeleton-dependent intracellular transport (GO:0030705),0.438730337,1,0,0,1.751160144,1.442728869,CCDC88C,3
6479,response to gamma radiation (GO:0010332),0.438730337,1,0,0,1.751160144,1.442728869,RPL26,3
6480,regulation of transcription regulatory region DNA binding (GO:2000677),0.438730337,1,0,0,1.751160144,1.442728869,TGFB1,3
6481,regulation of microtubule-based process (GO:0032886),0.438730337,1,0,0,1.751160144,1.442728869,CDK2AP2,3
6482,regulation of histone acetylation (GO:0035065),0.438730337,1,0,0,1.751160144,1.442728869,IL1B,3
6483,phosphatidylethanolamine acyl-chain remodeling (GO:0036152),0.438730337,1,0,0,1.751160144,1.442728869,PLBD1,3
6484,"regulation of transcription, DNA-templated (GO:0006355)",0.44142781,1,0,0,1.034925788,0.846301024,CEBPB;SP100;SPI1;BTG1;HMGB2;AHR;RPL6;IKBKB;LYL1;SBNO2;NFIL3;HES1;JARID2;JUNB;KLF10;NFE2;HSPA8;JUN;JUND;TGFB1;KLF13;TSC22D3;ARID5A;FOS;HOPX;KLF2;FOSL2;SAP30;SUB1;IL1B;BCL3;RARA;ID3;PLCB1;PFDN5,3
6485,regulation of Notch signaling pathway (GO:0008593),0.44480723,1,0,0,1.331868278,1.078965513,RPS27A;UBA52,3
6486,calcium-mediated signaling (GO:0019722),0.44480723,1,0,0,1.331868278,1.078965513,FIS1;FPR2,3
6487,positive regulation of signal transduction (GO:0009967),0.445735725,1,0,0,1.142060963,0.922818433,C3;XBP1;PTPRC;IL1B;RPS3,3
6488,protein O-linked glycosylation (GO:0006493),0.445758841,1,0,0,1.222792859,0.987988735,C1GALT1C1;ST3GAL4;THBS1,3
6489,epithelium development (GO:0060429),0.445758841,1,0,0,1.222792859,0.987988735,TGFB1;CASP6;RARA,3
6490,phosphatidylcholine acyl-chain remodeling (GO:0036151),0.450617214,1,0,0,1.68861871,1.346060537,PLBD1,3
6491,ATP synthesis coupled proton transport (GO:0015986),0.450617214,1,0,0,1.68861871,1.346060537,ATP5C1,3
6492,mRNA polyadenylation (GO:0006378),0.450617214,1,0,0,1.68861871,1.346060537,PABPC1,3
6493,regulation of cilium assembly (GO:1902017),0.450617214,1,0,0,1.68861871,1.346060537,ATG3,3
6494,response to hexose (GO:0009746),0.450617214,1,0,0,1.68861871,1.346060537,THBS1,3
6495,negative regulation of synaptic transmission (GO:0050805),0.450617214,1,0,0,1.68861871,1.346060537,IL1B,3
6496,cristae formation (GO:0042407),0.450617214,1,0,0,1.68861871,1.346060537,ATP5C1,3
6497,negative regulation of microtubule polymerization or depolymerization (GO:0031111),0.450617214,1,0,0,1.68861871,1.346060537,CIB1,3
6498,modulation by host of viral transcription (GO:0043921),0.450617214,1,0,0,1.68861871,1.346060537,JUN,3
6499,regulation of protein localization to nucleus (GO:1900180),0.450617214,1,0,0,1.68861871,1.346060537,TGFB1,3
6500,release of sequestered calcium ion into cytosol (GO:0051209),0.450617214,1,0,0,1.68861871,1.346060537,PTPRC,3
6501,negative regulation of cell-matrix adhesion (GO:0001953),0.450617214,1,0,0,1.68861871,1.346060537,THBS1,3
6502,extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625),0.450617214,1,0,0,1.68861871,1.346060537,TNFRSF1A,3
6503,protein targeting to vacuole (GO:0006623),0.450617214,1,0,0,1.68861871,1.346060537,SORL1,3
6504,chromatin remodeling (GO:0006338),0.451293492,1,0,0,1.212341638,0.96458434,KDM6B;SP100;HMGB2,3
6505,regulation of cell communication (GO:0010646),0.45193432,1,0,0,1.313370108,1.043102732,PTPN1;SAMSN1,3
6506,phosphatidylcholine metabolic process (GO:0046470),0.45193432,1,0,0,1.313370108,1.043102732,SLC44A2;PLBD1,3
6507,positive regulation of lymphocyte proliferation (GO:0050671),0.45193432,1,0,0,1.313370108,1.043102732,PTPRC;IL1B,3
6508,nuclear import (GO:0051170),0.45193432,1,0,0,1.313370108,1.043102732,SNRPG;SNRPB,3
6509,response to insulin (GO:0032868),0.45193432,1,0,0,1.313370108,1.043102732,CEACAM1;XBP1,3
6510,neuron projection morphogenesis (GO:0048812),0.458062649,1,0,0,1.153203021,0.90036247,STK24;S100A6;RAC2;RAC1,3
6511,lipid biosynthetic process (GO:0008610),0.459009103,1,0,0,1.295378736,1.008692298,XBP1;SCP2,3
6512,negative regulation of cysteine-type endopeptidase activity (GO:2000117),0.459009103,1,0,0,1.295378736,1.008692298,CDKN2D;THBS1,3
6513,response to metal ion (GO:0010038),0.459009103,1,0,0,1.295378736,1.008692298,NDRG1;THBS1,3
6514,Rho protein signal transduction (GO:0007266),0.459009103,1,0,0,1.295378736,1.008692298,RAC2;RAC1,3
6515,regulation of vasculature development (GO:1901342),0.462252926,1,0,0,1.630390479,1.25807953,SP100,3
6516,RNA polyadenylation (GO:0043631),0.462252926,1,0,0,1.630390479,1.25807953,PABPC1,3
6517,cellular response to ketone (GO:1901655),0.462252926,1,0,0,1.630390479,1.25807953,AHR,3
6518,cellular response to hydrogen peroxide (GO:0070301),0.462252926,1,0,0,1.630390479,1.25807953,RPS3,3
6519,carboxylic acid catabolic process (GO:0046395),0.462252926,1,0,0,1.630390479,1.25807953,TGFB1,3
6520,RNA phosphodiester bond hydrolysis (GO:0090501),0.462252926,1,0,0,1.630390479,1.25807953,RNASE6,3
6521,acute inflammatory response (GO:0002526),0.462252926,1,0,0,1.630390479,1.25807953,CEBPB,3
6522,regulation of receptor internalization (GO:0002090),0.462252926,1,0,0,1.630390479,1.25807953,FLOT1,3
6523,aerobic respiration (GO:0009060),0.462252926,1,0,0,1.630390479,1.25807953,UQCRH,3
6524,positive regulation of sprouting angiogenesis (GO:1903672),0.462252926,1,0,0,1.630390479,1.25807953,CIB1,3
6525,chondrocyte differentiation (GO:0002062),0.462252926,1,0,0,1.630390479,1.25807953,TGFB1,3
6526,positive regulation of protein tyrosine kinase activity (GO:0061098),0.462252926,1,0,0,1.630390479,1.25807953,PTPN1,3
6527,positive regulation of extrinsic apoptotic signaling pathway (GO:2001238),0.462252926,1,0,0,1.630390479,1.25807953,THBS1,3
6528,organelle fission (GO:0048285),0.462252926,1,0,0,1.630390479,1.25807953,FIS1,3
6529,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092),0.462252926,1,0,0,1.630390479,1.25807953,TGFB1,3
6530,protein K11-linked ubiquitination (GO:0070979),0.462252926,1,0,0,1.630390479,1.25807953,UBE2D3,3
6531,positive regulation of calcium-mediated signaling (GO:0050850),0.462252926,1,0,0,1.630390479,1.25807953,CIB1,3
6532,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),0.462252926,1,0,0,1.630390479,1.25807953,FCER1G,3
6533,ventricular septum development (GO:0003281),0.462252926,1,0,0,1.630390479,1.25807953,HES1,3
6534,regulation of adenylate cyclase activity (GO:0045761),0.462252926,1,0,0,1.630390479,1.25807953,CCR2,3
6535,protein export from nucleus (GO:0006611),0.462252926,1,0,0,1.630390479,1.25807953,TGFB1,3
6536,regulation of actin polymerization or depolymerization (GO:0008064),0.462252926,1,0,0,1.630390479,1.25807953,SSH2,3
6537,positive regulation of fibroblast proliferation (GO:0048146),0.462252926,1,0,0,1.630390479,1.25807953,S100A6,3
6538,plasma membrane bounded cell projection organization (GO:0120036),0.462294001,1,0,0,1.191966148,0.919666517,LYN;BTG2;RAC1,3
6539,calcium ion transport (GO:0006816),0.462294001,1,0,0,1.191966148,0.919666517,ORAI1;RAMP1;TPT1,3
6540,protein N-linked glycosylation (GO:0006487),0.466030601,1,0,0,1.277873618,0.975661592,KRTCAP2;ST3GAL4,3
6541,transcription-coupled nucleotide-excision repair (GO:0006283),0.466030601,1,0,0,1.277873618,0.975661592,RPS27A;UBA52,3
6542,regulation of mitotic cell cycle (GO:0007346),0.467335921,1,0,0,1.139309009,0.866680296,BTG2;TGFB1;BTG1;STK24,3
6543,brain development (GO:0007420),0.46775844,1,0,0,1.182033097,0.898112614,DDIT4;PPT1;RARA,3
6544,regulation of cellular macromolecule biosynthetic process (GO:2000112),0.468247705,1,0,0,1.047371099,0.794701031,CEBPB;SP100;BTG1;RPL10;TSC22D3;HMGB2;AHR;RPL6;SAP30;RBM3;LYL1;SBNO2;NFIL3;PFDN5,3
6545,glucose homeostasis (GO:0042593),0.472997901,1,0,0,1.260835303,0.943942415,RPS6;ADIPOR1,3
6546,mRNA 3'-end processing (GO:0031124),0.472997901,1,0,0,1.260835303,0.943942415,PABPC1;SRSF5,3
6547,keratan sulfate biosynthetic process (GO:0018146),0.473642767,1,0,0,1.576044129,1.177780768,ST3GAL4,3
