Term|Overlap|P.value|Adjusted.P.value|Old.P.value|Old.Adjusted.P.value|Odds.Ratio|Combined.Score|Genes|cluster
6917|cellular biogenic amine metabolic process (GO:0006576)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|SMS|4
6918|contractile actin filament bundle assembly (GO:0030038)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|RHOA|4
6919|negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|CNOT1|4
6920|aspartate family amino acid metabolic process (GO:0009066)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|SMS|4
6921|regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|TOP2A|4
6922|stress fiber assembly (GO:0043149)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|RHOA|4
6923|UV protection (GO:0009650)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|FEN1|4
6924|positive regulation of lipase activity (GO:0060193)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|RHOA|4
6925|positive regulation of lipid localization (GO:1905954)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|C3|4
6926|chaperone-mediated protein transport (GO:0072321)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|HSPA8|4
6927|endothelial tube morphogenesis (GO:0061154)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|RHOA|4
6928|regulation of histone phosphorylation (GO:0033127)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|H2AFY|4
6929|regulation of lysosomal lumen pH (GO:0035751)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|CLN6|4
6930|telomeric loop disassembly (GO:0090657)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|TERF1|4
6931|regulation of establishment of protein localization to telomere (GO:0070203)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|TERF1|4
6932|nuclear mRNA surveillance (GO:0071028)|1/10|0.168676814309851|1|0|0|5.46448087431694|9.72552314907192|EXOSC8|4
6933|rRNA processing (GO:0006364)|6/203|0.169370362166071|1|0|0|1.61511749979811|2.86791160424518|RPS17;RPS5;EXOSC8;RPS20;RPSA;RPL6|4
6934|positive regulation of cellular biosynthetic process (GO:0031328)|5/160|0.170431287230175|1|0|0|1.70765027322404|3.02155579053201|CTC1;HSP90AA1;DBF4;PCNA;VIM|4
6935|androgen receptor signaling pathway (GO:0030521)|2/41|0.172531769965567|1|0|0|2.66560042649607|4.68392345929678|CCNE1;RAN|4
6936|regulation of cholesterol biosynthetic process (GO:0045540)|2/41|0.172531769965567|1|0|0|2.66560042649607|4.68392345929678|KPNB1;RAN|4
6937|regulation of intracellular transport (GO:0032386)|2/41|0.172531769965567|1|0|0|2.66560042649607|4.68392345929678|SPAG5;AAAS|4
6938|regulation of cholesterol metabolic process (GO:0090181)|2/42|0.179094632675761|1|0|0|2.60213374967473|4.47525615059608|KPNB1;RAN|4
6939|response to calcium ion (GO:0051592)|3/80|0.180652496610282|1|0|0|2.04918032786885|3.50651639617411|CALM3;ECT2;CALM2|4
6940|negative regulation of growth (GO:0045926)|4/121|0.181533620152239|1|0|0|1.80643995845188|3.08235452726831|CDKN2D;CDKN1A;CDKN2C;RBBP7|4
6941|isotype switching (GO:0045190)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|RNF168|4
6942|formation of extrachromosomal circular DNA (GO:0001325)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|TERF1|4
6943|regulation of stem cell population maintenance (GO:2000036)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|CNOT1|4
6944|methionine metabolic process (GO:0006555)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|SMS|4
6945|regulation of histone H3-K9 methylation (GO:0051570)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|HIST1H1B|4
6946|negative regulation of defense response to virus (GO:0050687)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|PCBP2|4
6947|regulation of tumor necrosis factor biosynthetic process (GO:0042534)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|SPN|4
6948|regulation of lipid kinase activity (GO:0043550)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|RBL1|4
6949|negative regulation of nuclear division (GO:0051784)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|FBXO5|4
6950|t-circle formation (GO:0090656)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|TERF1|4
6951|response to nitric oxide (GO:0071731)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|CDK2|4
6952|positive regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060213)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|CNOT1|4
6953|T-helper cell differentiation (GO:0042093)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|HMGB1|4
6954|modulation by host of viral genome replication (GO:0044827)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|NUCKS1|4
6955|chromatin silencing at rDNA (GO:0000183)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|HIST1H3A|4
6956|endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|RPSA|4
6957|regulation of mitotic centrosome separation (GO:0046602)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|KIF11|4
6958|inhibition of cysteine-type endopeptidase activity involved in apoptotic process (GO:1990001)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|BIRC5|4
6959|methylation-dependent chromatin silencing (GO:0006346)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|HELLS|4
6960|internal protein amino acid acetylation (GO:0006475)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|HAT1|4
6961|regulation of hemopoiesis (GO:1903706)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|CBFB|4
6962|telomere maintenance via telomere trimming (GO:0090737)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|TERF1|4
6963|negative regulation of cellular senescence (GO:2000773)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|RBL1|4
6964|synaptonemal complex assembly (GO:0007130)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|SYCE2|4
6965|regulation of nuclear-transcribed mRNA poly(A) tail shortening (GO:0060211)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|CNOT1|4
6966|synaptonemal complex organization (GO:0070193)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|SYCE2|4
6967|cytoplasmic mRNA processing body assembly (GO:0033962)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|LSM3|4
6968|negative regulation of nucleocytoplasmic transport (GO:0046823)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|RANGAP1|4
6969|hepatocyte growth factor receptor signaling pathway (GO:0048012)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|STMN1|4
6970|regulation of RNA polymerase II transcriptional preinitiation complex assembly (GO:0045898)|1/11|0.183897617379186|1|0|0|4.96770988574267|8.41220120975307|HMGB1|4
6971|regulation of transcription from RNA polymerase II promoter (GO:0006357)|32/1479|0.184019124540442|1|0|0|1.18230823514633|2.00131158069972|CDKN1A;CBFB;UHRF1;HMGB2;HNRNPU;GPS2;NUCKS1;CTCF;HMGB1;FOXM1;AURKB;BRIP1;HMGN5;RAD21;RBBP8;BRD8;KMT5A;HIST1H1B;E2F8;TCF19;CBX5;H2AFY;H2AFZ;PLK1;ATAD2;CKAP2;DEK;RBL1;CNOT1;HDGF;TRIM37;EZH2|4
6972|protein catabolic process (GO:0030163)|3/82|0.189861714349023|1|0|0|1.99920031987205|3.32158994607419|HSPA8;HSP90AA1;CLN6|4
6973|positive regulation of protein catabolic process (GO:0045732)|3/82|0.189861714349023|1|0|0|1.99920031987205|3.32158994607419|HSP90AA1;FZR1;DTL|4
6974|response to unfolded protein (GO:0006986)|2/44|0.192329168044626|1|0|0|2.48385494287134|4.09475151015992|HSPA8;HSP90AA1|4
6975|negative regulation of DNA metabolic process (GO:0051053)|2/44|0.192329168044626|1|0|0|2.48385494287134|4.09475151015992|GMNN;TERF1|4
6976|regulation of double-strand break repair via nonhomologous end joining (GO:2001032)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|MRNIP|4
6977|positive regulation of interleukin-1 production (GO:0032732)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|HMGB1|4
6978|negative regulation of histone modification (GO:0031057)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|H2AFY|4
6979|establishment of apical/basal cell polarity (GO:0035089)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|RHOA|4
6980|purine nucleoside monophosphate biosynthetic process (GO:0009127)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|IMPDH2|4
6981|viral RNA genome replication (GO:0039694)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|PCBP2|4
6982|ribosomal subunit export from nucleus (GO:0000054)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|RAN|4
6983|regulation of cholesterol homeostasis (GO:2000188)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|RALY|4
6984|establishment of protein localization to mitochondrial membrane (GO:0090151)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|HSP90AA1|4
6985|positive regulation of keratinocyte differentiation (GO:0045618)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|H2AFY|4
6986|protein O-linked mannosylation (GO:0035269)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|DPM3|4
6987|regulation of vascular endothelial cell proliferation (GO:1905562)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|HMGB1|4
6988|regulation of antigen receptor-mediated signaling pathway (GO:0050854)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|CBFB|4
6989|response to axon injury (GO:0048678)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|DHFR|4
6990|polyamine metabolic process (GO:0006595)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|SMS|4
6991|positive regulation of mRNA metabolic process (GO:1903313)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|CNOT1|4
6992|positive regulation of neuron migration (GO:2001224)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|KIF20B|4
6993|spliceosomal tri-snRNP complex assembly (GO:0000244)|1/12|0.198840488419465|1|0|0|4.55373406193078|7.35542960571293|PRPF8|4
6994|positive regulation of transport (GO:0051050)|2/45|0.198993846698469|1|0|0|2.42865816636308|3.92102337789662|C3;SPAG5|4
6995|regulation of steroid biosynthetic process (GO:0050810)|2/45|0.198993846698469|1|0|0|2.42865816636308|3.92102337789662|KPNB1;RAN|4
6996|regulation of neuron differentiation (GO:0045664)|3/85|0.203891461910971|1|0|0|1.92864030858245|3.06686109196236|ID1;ECT2;RHOA|4
6997|modulation by virus of host process (GO:0019054)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|KPNB1|4
6998|regulation of granulocyte chemotaxis (GO:0071622)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|KIF20B|4
6999|regulation of viral life cycle (GO:1903900)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|PPIA|4
7000|regulation of cell aging (GO:0090342)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|FOXM1|4
7001|viral translation (GO:0019081)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|PCBP2|4
7002|regulation of triglyceride biosynthetic process (GO:0010866)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|C3|4
7003|placenta development (GO:0001890)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|E2F8|4
7004|energy coupled proton transport, down electrochemical gradient (GO:0015985)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|ATP5G2|4
7005|negative regulation of ubiquitin-protein transferase activity (GO:0051444)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|MAD2L1|4
7006|response to UV-B (GO:0010224)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|CDKN1A|4
7007|phosphate ion transport (GO:0006817)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|SLC25A10|4
7008|B cell activation involved in immune response (GO:0002312)|1/13|0.213510488685083|1|0|0|4.20344682639765|6.4904132836888|RNF168|4
7009|generation of neurons (GO:0048699)|4/131|0.219107076017528|1|0|0|1.66854377841739|2.53317438295892|MYEF2;ID1;HMGB2;CIT|4
7010|histone H4 acetylation (GO:0043967)|2/48|0.219137954008819|1|0|0|2.27686703096539|3.45640669513991|HAT1;BRD8|4
7011|positive regulation of tumor necrosis factor production (GO:0032760)|2/48|0.219137954008819|1|0|0|2.27686703096539|3.45640669513991|SPN;CD2|4
7012|regulation of stem cell differentiation (GO:2000736)|3/89|0.222949890445989|1|0|0|1.84195984527537|2.76442851223529|HIST1H3A;CBFB;HNRNPU|4
7013|negative regulation of mitotic cell cycle (GO:0045930)|2/49|0.225892324405954|1|0|0|2.23040035686406|3.31815954929273|CDT1;MAD2L1|4
7014|protein K48-linked ubiquitination (GO:0070936)|2/49|0.225892324405954|1|0|0|2.23040035686406|3.31815954929273|UBE2C;UBE2T|4
7015|regulation of cell cycle arrest (GO:0071156)|2/49|0.225892324405954|1|0|0|2.23040035686406|3.31815954929273|HMGN5;FOXM1|4
7016|ribonucleoside monophosphate biosynthetic process (GO:0009156)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|IMPDH2|4
7017|regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|CNOT1|4
7018|negative regulation of cell migration involved in sprouting angiogenesis (GO:0090051)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|RHOA|4
7019|oligosaccharide-lipid intermediate biosynthetic process (GO:0006490)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|ALG8|4
7020|myeloid dendritic cell activation (GO:0001773)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|HMGB1|4
7021|epiboly involved in wound healing (GO:0090505)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|RHOA|4
7022|regulation of lipase activity (GO:0060191)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|RHOA|4
7023|establishment of mitotic spindle orientation (GO:0000132)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|CENPA|4
7024|establishment or maintenance of actin cytoskeleton polarity (GO:0030950)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|RHOA|4
7025|regulation of phosphate metabolic process (GO:0019220)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|MCM7|4
7026|endoplasmic reticulum tubular network organization (GO:0071786)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|ARL6IP1|4
7027|negative regulation of Rho protein signal transduction (GO:0035024)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|STMN1|4
7028|DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|FOXM1|4
7029|purine nucleotide catabolic process (GO:0006195)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|HINT1|4
7030|nucleoside triphosphate metabolic process (GO:0009141)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|DCTPP1|4
7031|regulation of protein modification by small protein conjugation or removal (GO:1903320)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|HSP90AA1|4
7032|regulation of lymphocyte differentiation (GO:0045619)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|CD2|4
7033|regulation of mRNA catabolic process (GO:0061013)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|CNOT1|4
7034|regulation of defense response to virus (GO:0050688)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|PCBP2|4
7035|regulation of neural precursor cell proliferation (GO:2000177)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|SHCBP1|4
7036|purine-containing compound salvage (GO:0043101)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|DCK|4
7037|positive regulation of interleukin-8 secretion (GO:2000484)|1/14|0.227912587614703|1|0|0|3.9032006245121|5.77202619513796|CD2|4
7038|protein tetramerization (GO:0051262)|3/91|0.232608708213263|1|0|0|1.80147721131328|2.62727004327201|HIST1H3A;RCC1;TK1|4
7039|protein heterooligomerization (GO:0051291)|2/50|0.2326616121682|1|0|0|2.18579234972678|3.18725724443561|HIST1H3A;RCC1|4
7040|regulation of reactive oxygen species metabolic process (GO:2000377)|2/50|0.2326616121682|1|0|0|2.18579234972678|3.18725724443561|CDKN1A;FOXM1|4
7041|regulation of release of sequestered calcium ion into cytosol (GO:0051279)|2/50|0.2326616121682|1|0|0|2.18579234972678|3.18725724443561|CALM3;CALM2|4
7042|regulation of protein catabolic process (GO:0042176)|3/92|0.237466481743128|1|0|0|1.78189593727726|2.56188309866316|FZR1;DTL;MAD2L1|4
7043|negative regulation of viral genome replication (GO:0045071)|2/51|0.239443018345641|1|0|0|2.14293367620272|3.06319470623233|FAM111A;BANF1|4
7044|ncRNA processing (GO:0034470)|6/228|0.240311993178558|1|0|0|1.43802128271498|2.05035551954889|RPS17;RPS5;EXOSC8;RPS20;RPSA;RPL6|4
7045|myotube differentiation (GO:0014902)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|MYEF2|4
7046|ganglioside metabolic process (GO:0001573)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|CLN6|4
7047|positive regulation of viral release from host cell (GO:1902188)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|SMC3|4
7048|DNA damage response, signal transduction resulting in transcription (GO:0042772)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|FOXM1|4
7049|septin ring assembly (GO:0000921)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|ANLN|4
7050|response to X-ray (GO:0010165)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|NUCKS1|4
7051|positive regulation of collagen metabolic process (GO:0010714)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|VIM|4
7052|positive regulation of NF-kappaB import into nucleus (GO:0042346)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|RHOA|4
7053|transport along microtubule (GO:0010970)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|HSPA8|4
7054|positive regulation of protein import (GO:1904591)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|ECT2|4
7055|regulation of establishment of cell polarity (GO:2000114)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|KIF20B|4
7056|positive regulation of collagen biosynthetic process (GO:0032967)|1/15|0.242051664276408|1|0|0|3.64298724954463|5.16795660060271|VIM|4
